First Name,Last Name,Gender,Team,Status,Car,Nationality,DOB,Traits,Fame,Scouting Level,Weight,Wages,Contract End,Contract Start,Qualifying Bonus Amount,Qualifying Bonus Position,Race Bonus Amount,Race Bonus Position,Champion Bonus,Pay Driver,Braking,Cornering,Smoothness,Overtaking,Consistency,Adaptability,Fitness,Feedback,Focus,Optimal Zone,Driving Style,Driver Number,Races,Wins,Podiums,Poles,DNFs,DNFs via error,DNS,Career Points,Championships,Form,Experience,Morale,Obedience,Potential,Patience,Chairman Popularity,Fans Popularity,Sponsor Popularity,Skin Colour,Hair,Hair Colour,Glasses,Accessory,Facial Hair,Body Type,Hat,Helmet Style,Helmet Primary Colour,Helmet Secondary Colour,Helmet Tertiary Colour,Marketability,Brake Supplier Preference,Improvement Rate,Peak Duration,Peak Age,Desired Championships,Desired Wins,Desired Earnings,Desired Budget,Stars,Series Preference,Reward ID
Lois,Zeqaj,M,,,,Indonesia,24/05/1980,7; 35; 209; 278; 86,0,2,66,,,,,,,,,0,11,10.6,11.12,10.3,4.95,10.33,9.5,10.1,14.37,0.58,16,,,,,,,,,,,,45,51,99,49,3,,,,3,4,4,0,0,11,0,13,0,4,5,9,57,2,41,2,35,2,5,0,100,2.563055556,Any,
Roi,Ametlli,M,,,,Spain,11/09/1996,67;  186,0,0,77,,,,,,,,,0,2.18,5.88,2.14,10,2.31,2.25,2.27,4.79,2.2,0.66,83,,,,,,,,,,,,98,55,93,12,2,,,,0,2,4,0,0,6,0,6,0,5,10,10,96,1,51,1,35,2,1,0,100,0.945,Any,
Jiten,Lulaj,M,,,,India,10/09/1981,28; 18; 51,0,0,66,,,,,,,,,0,5.81,13.88,16.58,11.17,15.43,10.6,16.21,8.29,12.35,0.5,10,,,,,,,,,,,,100,69,58,11,2,,,,2,2,9,0,0,7,0,0,0,0,5,2,27,1,42,2,29,3,1,0,100,3.064444444,EnduranceSeries,
Manarbek,Sela,M,,,,Kazakhstan,21/08/1993,82; 93; 155; 212,0,0,70,,,,,,,,,0,12.59,10.46,9.6,8.1,8.65,16.48,12.6,19.32,10,0.62,19,,,,,,,,,,,,80,44,94,2,2,,,,3,7,4,0,0,2,0,4,0,8,0,4,7,2,45,1,31,2,1,200,100,2.994444444,EnduranceSeries,
Jozua,Ceballos,M,,,,Belgium,01/04/1994,130; 82; 19; 165,0,0,63,,,,,,,,,13.2,15.97,17.84,10.5,9.72,2.91,4.76,8.91,7.02,9.7,0.65,15,,,,,,,,,,,,77,57,91,17,4,,,,0,2,8,0,0,6,0,12,0,9,5,3,76,1,70,3,36,1,5,0,100,2.425833333,EnduranceSeries,
Shaquille,Belkaci,M,,,,Netherlands,17/05/1990,64,0,0,82,,,,,,,,,0,5.59,12.17,11.94,15.56,4.13,9.6,16.07,10.5,10.65,0.77,22,,,,,,,,,,,,77,55,76,10,3,,,,2,1,6,0,0,10,0,15,0,2,5,1,68,3,45,3,32,2,1,0,100,2.6725,Any,
Aiden,Neate,M,9,Reserve,,UK,16/05/1998,36; 56; 230,0,3,81,2.28,2018,2016,0,,0,,0,0,14.04,12.62,9.7,14.65,18.86,18.22,11,15.94,9.6,0.56,13,,,,,,,,,,,,70,63,71,13,4,,,,3,4,10,0,0,3,0,15,0,3,6,6,86,2,43,5,31,1,2,0,100,3.461944444,Any,
Léna,Buhler,F,10,Reserve,,Switzerland,09/07/1997,44; 52; 270;209,0,3,58,2.68,2018,2016,0,,0,,0,0,16.79,13.07,15.11,10.2,18.8,10.1,11,16.9,16.23,0.59,14,,,,,,,,,,,,83,28,75,17,3,,,,4,5,10,0,0,6,0,16,0,6,10,5,92,2,43,2,33,1,1,0,100,3.561111111,Any,
Brad,Benavides,M,,,,UnitedStates,20/07/1994,14; 5; 1; 156; 165,0,0,78,,,,,,,,,20.2,12.11,15.2,17.91,10,12.73,10.4,6.44,19.98,18.21,0.6,16,,,,,,,,,,,,81,46,99,8,4,,,,3,3,1,2,0,6,0,4,0,6,10,8,69,2,56,1,35,3,2,0,100,3.416111111,Any,
Kush,Maini,M,19,Equal,,India,22/09/1993,16,0,0,65,3,2017,2016,0,,0,,0,0,9.5,9.5,9,9.5,9,8,10,7.5,9.5,0.48,38,14,,,,,,,,,,,5,70,70,15,3,39,49,58,3,4,7,0,0,0,0,12,0,4,9,8,25,5,5,1,42,1,2,0,100,2.263888889,SingleSeaterSeries,
Sebastián,Montoya,M,28,Equal,,Colombia,14/04/1998,313,0,1,52,1.04,2018,2016,0,,0,,0,0,9.5,9.5,9.5,9,10.5,9.5,10,9.5,10.5,0.4,17,,,,,,,,,,,,97,41,75,12,5,,,,1,2,6,0,0,9,0,0,0,9,1,2,6,2,44,3,33,1,2,0,100,2.430555556,Any,
Gabriele,Minì,M,28,Equal,,Italy,20/03/1998,7; 165,0,2,59,0.94,2018,2016,0,,0,,0,10.37,19.38,17.32,14.07,9.9,10.3,5.73,12.2,5.86,6.66,0.8,12,,,,,,,,,,,,65,61,79,0,3,,,,4,5,7,0,0,1,0,7,0,5,8,6,47,2,43,3,38,2,5,0,100,2.817222222,Any,
Kaylen,Frederick,M,23,Equal,,UnitedStates,28/03/1983,118; 48,0,1,59,0.98,2018,2016,0,,0,,0,0,9,9,8.75,9.75,8.95,7.5,9.25,6.5,9.15,0.9,15,,,,,,,,,,,,75,45,70,0,3,,,,1,0,4,0,0,2,0,8,0,8,5,8,18,2,43,1,27,2,2,0,100,2.1625,SingleSeaterSeries,
Nikola,Tsolov,M,23,Reserve,,Bulgaria,21/12/1999,53,0,1,67,0.29,2018,2016,0,,0,,0,0,7.5,8,8,7.5,8,6.5,9,5,7.5,0.65,13,,,,,,,,,,,,95,43,77,23,4,,,,5,6,6,0,0,5,0,4,0,9,5,1,75,2,70,2,31,2,2,0,100,1.861111111,SingleSeaterSeries,
Paul,Aron,M,24,Equal,,Estonia,04/02/1997,6; 9; 70,0,1,62,0.96,2018,2016,0,,0,,0,0,5.81,13.88,16.58,11.17,15.43,10.6,16.21,8.29,12.35,0.5,18,,,,,,,,,,,,87,40,96,37,4,,,,2,6,3,0,0,5,0,6,0,1,4,3,76,2,172,1,31,3,1,0,100,3.064444444,Any,
Dino,Beganovic,M,24,Equal,,Sweden,19/01/1997,46,0,2,76,0.54,2018,2016,0,,0,,0,0,18.18,13.7,2.12,19.98,12.1,9.9,9.9,10.6,9.7,0.82,12,,,,,,,,,,,,66,34,62,14,4,,,,5,0,4,1,0,2,0,15,0,7,2,7,11,1,41,3,32,3,1,0,100,2.949444444,SingleSeaterSeries,
Gabriel,Bortoleto,M,25,Equal,,Brazil,14/10/1997,130; 82; 19; 165,0,0,63,1.04,2018,2016,0,,0,,0,13.2,9.32,10.1,5.96,17.4,16.38,11.14,16.26,13.52,15.41,0.73,15,,,,,,,,,,,,77,57,91,17,4,,,,0,2,8,0,0,6,0,12,0,9,5,3,76,1,70,3,36,1,5,0,100,3.208055556,SingleSeaterSeries,
Leonardo,Fornaroli,M,25,Equal,,Italy,03/12/1997,64,0,0,82,0.96,2018,2016,0,,0,,0,0,10.9,12.04,9.07,5.4,8.65,10.5,10.74,17.55,13.61,0.6,22,,,,,,,,,,,,77,55,76,10,3,,,,2,1,6,0,0,10,0,15,0,2,5,1,68,3,45,3,32,2,1,0,100,2.735,Any,
Oliver,Goethe,M,25,Reserve,,Germany,14/10/1997,82; 93; 155; 212,0,0,70,0.28,2018,2016,0,,0,,0,0,10,4.01,2.31,17.4,14.27,9.13,12.91,19.18,9.3,0.55,19,,,,,,,,,,,,80,44,94,2,2,,,,3,7,4,0,0,2,0,4,0,8,0,4,7,2,45,1,31,2,1,200,100,2.736388889,SingleSeaterSeries,
Roberto,Faria,M,26,Equal,,Brazil,15/01/1997,28; 18; 51,0,0,66,0.67,2018,2016,0,,0,,0,0,6,6,6,6,6,6,6,4.5,6,0.55,10,,,,,,,,,,,,100,69,58,11,2,,,,2,2,9,0,0,7,0,0,0,0,5,2,27,1,42,2,29,3,1,0,100,1.458333333,SingleSeaterSeries,
Piotr,Wisnicki,M,,,,Poland,20/08/1996,67;  186,0,0,77,,,,,,,,,0,2.18,5.88,2.14,10,2.31,2.25,2.27,4.79,2.2,0.66,83,,,,,,,,,,,,98,55,93,12,2,,,,0,2,4,0,0,6,0,6,0,5,10,10,96,1,51,1,35,2,1,0,100,0.945,Any,
Oliver,Gray,M,27,Equal,,UK,28/04/1997,45; 52,0,1,58,0.26,2018,2016,0,,0,,0,0,6,6,6,6.5,7,7,8,6.5,6.5,0.79,14,,,,,,,,,,,,76,41,90,15,3,,,,0,6,10,1,0,4,0,4,0,2,4,5,32,3,41,1,36,2,2,200,100,1.652777778,Any,
Francesco,Simonazzi,M,27,Equal,,Italy,08/03/1998,7; 35; 209; 278; 86,0,2,66,0.92,2018,2016,0,,0,,0,0,6,6,6,6,6,6,7,5,6.5,0.59,16,,,,,,,,,,,,45,51,99,49,3,,,,3,4,4,0,0,11,0,13,0,4,5,9,57,2,41,2,35,2,5,0,100,1.513888889,Any,
Mari,Boya,M,,,,Spain,13/04/1997,56; 73,0,0,62,,,,,,,,,0,6.5,6.5,6.5,6.75,7,5,8,4.5,6.75,0.48,14,,207,23,60,24,,,,485,3,,59,50,82,12,3,,,,0,6,4,3,0,9,0,13,0,6,10,9,95,2,42,1,37,3,5,0,100,1.597222222,SingleSeaterSeries,6
Nikita,Bedrin,M,29,Equal,,RussianFederation,06/01/1999,7; 165,0,0,61,1.21,2018,2016,0,,0,,0,6.95,15.97,17.84,10.5,9.72,2.91,4.76,8.91,7.02,9.7,0.65,22,,,,,,,,,,,,81,40,81,7,5,,,,0,3,9,0,0,8,0,10,0,9,2,7,59,1,62,1,30,3,1,0,100,2.425833333,Any,
Taylor,Barnard,M,29,Equal,,UK,01/06/1997,21; 82; 161; 165,0,1,58,1.15,2018,2016,0,,0,,0,6.04,11,10.6,11.12,10.3,4.95,10.33,9.5,10.1,14.37,0.58,17,,,,,,,,,,,,86,40,90,7,4,,,,3,5,0,0,0,3,0,3,0,4,0,2,9,2,45,3,32,3,1,0,100,2.563055556,Any,
Alejandro,Garcìa,M,29,Reserve,,Spain,17/07/1996,66; 78,0,1,80,0.21,2018,2016,0,,0,,0,0,17.42,16.62,5.65,7.94,3.04,5.36,9.16,3.25,9.8,0.61,43,,,,,,,,,,,,56,63,3,20,2,,,,5,1,10,0,0,5,0,9,0,7,4,4,37,5,304,3,38,3,2,0,100,2.173333333,EnduranceSeries; SingleSeaterSeries,
Christian,Mansell,M,30,Equal,,Australia,09/02/1998,20; 53; 106,0,0,79,0.92,2018,2016,0,,0,,0,0,12.64,14.46,3.67,10.59,9,12.22,10.4,15.14,7.9,0.6,14,,,,,,,,,,,,71,34,53,14,5,,,,3,4,7,0,0,4,0,2,0,7,3,7,60,1,60,2,36,1,1,0,100,2.667222222,SingleSeaterSeries,
Pepe,Martì,M,30,Equal,,Spain,13/06/1998,16; 287,0,0,54,0.93,2018,2016,0,,0,,0,0,5.88,10.7,10.4,18.95,15.23,16.4,9.9,17.44,5.07,0.77,17,,,,,,,,,,,,53,59,81,12,3,,,,1,5,2,0,0,1,0,13,0,10,10,1,50,2,42,3,30,3,2,0,100,3.054722222,Any,
Hugh,Barter,M,30,Reserve,,Australia,15/09/1998,46,0,0,81,0.14,2018,2016,0,,0,,0,0,4.46,4.64,9.2,14.74,6.18,10.6,8.42,15.53,9.5,0.77,19,,,,,,,,,,,,80,49,68,2,1,,,,0,6,3,0,0,11,0,14,0,8,9,6,13,2,43,1,32,3,1,200,100,2.313055556,SingleSeaterSeries,
Thomas,Smith,M,31,Reserve,,Australia,06/06/1995,16,0,0,64,0.17,2018,2016,0,,0,,0,0,7,7,7,7.5,7.5,6,8,6.5,7.5,0.55,28,93,,,,,,,,,,,12,85,75,35,4,28,72,15,3,2,6,1,0,5,0,15,0,3,7,7,50,5,5,1,30,1,6,0,100,1.777777778,EnduranceSeries; SingleSeaterSeries,
Woohyun,Shin,M,26,Reserve,,SouthKorea,23/08/1998,5; 65,0,0,64,0.13,2018,2016,0,,0,,0,0,5.07,2.72,10.4,8.41,4.39,2.23,3.38,10.5,3.89,0.62,45,56,,,,,,,,,,,15,95,70,45,4,9,48,29,0,4,9,0,0,0,0,6,0,6,9,1,55,5,10,2,26,1,1,0,100,1.416388889,Any,
Isack,Hadjar,M,22,Equal,,France,28/09/1998,43,0,0,68,1.22,2018,2016,0,,0,,0,0,8.5,8.5,7.75,8.5,8.25,7.5,9.75,6.5,9.25,0.91,91,47,,,,,,,,,,,8,90,70,20,3,89,34,53,1,1,7,0,0,0,0,13,0,4,0,8,35,5,5,1,33,1,1,0,100,2.069444444,Any,
Joshua,Mason,M,15,Equal,,UK,19/03/1996,16; 42,0,2,66,2.07,2018,2016,0,,0,,0,0,7.5,7.5,7.5,7,7.5,7,9,7.75,7.5,0.42,16,,,,,,,,,,,,65,85,85,5,4,,,,4,4,6,0,0,0,0,3,0,4,2,5,60,5,5,3,48,1,1,0,100,1.895833333,EnduranceSeries; SingleSeaterSeries,
